originreportzone,destreportzone,departtime,trippurpose,modeprimary
240,50,1600,80,1
50,140,930,46,1
140,50,1130,80,1
50,840,1900,46,1
200,200,800,10,7
200,200,1635,80,7
1,750,1000,46,1
750,240,1530,44,1
240,1,1730,80,1
560,500,820,10,1
500,1,1125,11,1
1,500,1430,10,1
500,560,1720,80,1
560,500,1020,46,1
500,560,1220,80,1
50,50,1000,41,7
50,1,1205,46,7
1,50,1400,80,7
500,450,1520,80,1
200,50,715,10,1
50,140,1530,41,1
140,200,1800,80,1
1,50,1630,80,7
425,425,830,52,1
425,240,900,10,1
240,425,1700,80,1
425,425,830,30,2
425,425,1730,80,2
200,200,720,52,7
200,200,730,80,7
200,200,1615,51,7
200,200,1630,80,7
180,300,745,10,1
300,300,1400,43,1
300,300,1515,41,1
300,180,1600,80,1
360,360,1500,80,1
100,200,730,10,1
200,100,1705,80,1
140,100,630,10,3
140,50,615,10,1
50,140,1445,80,1
180,180,1510,41,1
180,180,1530,80,1
300,140,1310,41,1
140,300,1510,41,1
300,300,1610,41,1
300,120,1710,41,1
300,180,1820,80,1
180,180,1910,41,1
180,180,2010,80,1
260,260,800,10,3
260,260,1700,80,6
260,260,1900,41,3
260,260,2000,80,3
260,260,645,10,3
260,260,1530,80,3
260,260,1900,41,3
260,260,2000,80,3
200,240,1530,41,6
240,200,1625,80,6
500,500,1300,43,1
500,560,1400,46,1
560,500,1500,80,1
500,500,1300,43,2
500,560,1400,46,2
560,500,1500,80,2
140,140,1150,52,1
140,140,1205,40,1
140,140,1220,51,1
140,140,1250,80,1
140,140,1150,43,2
140,140,1250,80,2
50,50,830,52,7
50,50,845,80,7
50,50,1615,51,7
50,50,1630,80,7
500,500,1130,44,1
500,260,1150,41,1
260,500,1330,51,1
500,500,1350,80,1
500,500,1615,52,1
500,500,1640,80,1
500,260,730,10,1
260,500,1515,80,1
500,500,2030,41,1
500,500,2050,80,1
500,560,715,30,18
560,500,1420,80,18
500,500,850,30,7
500,500,1550,80,7
300,300,730,43,2
300,300,830,80,2
300,300,730,52,1
300,300,830,80,1
260,180,915,44,1
180,180,930,10,1
180,260,1205,80,1
260,200,800,10,1
200,260,1645,80,1
300,300,1100,41,1
300,300,1130,80,1
1,1,700,41,7
1,1,730,80,7
360,200,800,10,1
200,360,1630,80,1
360,120,1800,51,1
120,360,1840,80,1
360,500,810,10,1
500,360,1800,80,1
360,120,800,30,2
120,360,1840,80,2
360,450,840,30,18
450,360,1610,80,18
300,300,1000,41,1
300,300,1130,80,1
300,300,1630,44,1
300,300,1715,80,1
300,300,1000,41,2
300,300,1130,80,2
300,300,1630,44,2
300,300,1715,80,2
240,200,820,10,3
200,240,1650,80,3
500,120,720,10,2
120,500,1630,41,1
500,500,1715,80,1
300,300,1115,41,1
300,300,1130,80,1
50,1,740,10,1
1,50,1500,11,1
50,1,1615,10,1
1,50,1720,80,1
140,50,2310,80,1
300,140,1730,80,1
180,140,1015,41,1
140,180,1145,80,1
180,140,1200,41,1
140,180,1300,80,1
200,200,2030,41,1
50,180,2200,80,1
500,500,1600,41,1
500,500,1620,80,1
500,260,1330,80,1
260,260,1730,41,1
260,260,1745,80,1
260,360,710,12,1
360,425,1500,12,1
425,260,1640,80,1
50,50,1430,43,7
50,1,1540,44,7
1,1,1550,44,7
1,50,1610,80,7
450,450,830,46,1
450,450,915,80,1
140,180,2130,80,1
260,260,740,52,1
260,260,750,80,1
260,260,1410,51,1
260,260,1430,80,1
300,1,715,10,1
300,300,1745,80,1
260,260,845,41,7
260,260,900,41,7
260,260,925,80,7
140,50,1630,80,2
50,50,1715,41,7
50,50,1745,80,7
180,140,900,12,3
140,180,1500,80,3
1,100,800,10,7
100,1,1700,80,7
240,240,900,46,7
240,240,1015,41,7
240,240,1030,80,7
240,240,1200,41,7
240,240,1230,80,7
240,1,1650,51,1
1,240,1730,44,1
240,1,2030,52,1
1,240,2100,80,1
500,500,750,10,1
500,500,1700,80,1
200,500,800,10,1
500,50,930,11,1
50,500,1030,11,1
500,50,1230,11,1
50,500,1400,10,1
500,200,1830,80,1
200,200,1600,41,1
200,200,1700,43,1
200,200,1800,80,1
425,200,1745,80,1
425,200,1745,80,2
500,260,730,41,1
260,500,845,41,1
500,500,920,41,1
500,500,1030,80,1
560,180,1615,52,1
180,560,1730,80,1
560,180,1615,52,2
180,560,1730,80,2
300,300,1020,46,7
300,300,1710,41,1
300,100,1800,44,1
300,300,1020,46,7
300,300,1710,41,2
300,100,1800,44,2
500,500,1330,10,11
500,500,2030,80,7
120,120,1130,46,14
120,120,1630,80,1
300,120,1030,80,1
120,180,1210,46,1
180,120,1615,80,1
240,240,1040,43,7
240,240,1540,46,7
240,240,1752,80,7
240,240,1100,41,1
240,240,1130,41,1
240,240,1135,80,1
240,240,1200,41,7
240,240,1215,80,7
180,180,1400,41,7
180,180,1430,41,7
180,180,1500,80,7
425,425,745,10,1
425,425,1545,80,1
300,300,1000,46,2
300,300,1100,80,7
300,120,1215,46,1
120,120,1500,41,1
120,300,1515,80,1
300,300,1000,46,1
300,300,1015,43,1
300,300,1130,80,1
500,500,730,11,2
500,1,750,10,4
1,500,1600,11,4
500,500,1700,80,2
500,500,730,52,1
500,500,750,80,1
500,500,1645,51,1
500,500,1700,80,1
500,450,715,30,18
450,500,1415,80,18
400,240,1930,46,1
240,400,2200,80,1
400,400,900,44,1
400,120,920,10,1
120,240,1800,43,1
240,240,1900,44,1
240,240,1930,46,1
240,400,2200,80,1
500,500,1700,41,1
500,500,1800,44,1
500,500,1815,80,1
425,500,730,10,1
500,425,1700,80,1
425,50,1745,46,3
50,425,2230,80,3
425,50,1200,10,1
50,425,1700,80,1
425,50,1745,46,3
50,425,2230,80,3
50,1,930,10,7
1,1,1200,44,7
1,1,1815,41,7
1,50,2000,80,7
120,50,750,10,4
50,120,1630,80,4
1,1,1400,777,7
1,1,1643,80,7
1,1,1400,777,7
1,1,1643,80,7
200,200,1205,46,7
200,200,1240,80,7
200,200,1205,46,7
200,200,1240,80,7
180,140,930,41,1
140,180,1030,41,1
180,180,1100,80,1
180,140,930,41,2
140,180,1100,80,2
180,1,1300,46,4
1,180,1530,80,4
425,425,640,52,1
425,425,650,80,1
425,425,815,52,7
425,425,830,80,7
425,425,1435,51,7
425,425,1500,80,7
425,425,1520,51,1
425,425,1545,80,1
425,425,640,10,2
425,425,1530,80,2
425,425,640,52,2
425,425,650,80,2
425,425,815,30,7
425,425,1500,80,7
350,300,1210,41,1
300,350,1430,80,1
500,260,830,10,1
260,500,1500,80,1
500,500,1715,41,1
500,500,1740,80,1
450,140,940,10,1
140,450,1800,80,1
450,425,1300,41,1
425,360,1400,43,1
360,450,1430,80,1
50,240,1500,41,2
240,50,1545,80,2
50,200,715,12,1
200,240,1500,41,1
240,50,1545,80,1
140,200,900,41,11
200,140,950,51,1
140,140,1020,80,1
140,120,1030,10,1
120,120,1700,41,7
120,140,1715,80,7
140,140,1730,46,7
140,140,1745,80,7
140,140,900,46,7
140,140,915,80,7
140,120,1030,52,2
120,140,1040,80,1
140,300,1730,41,2
300,300,1800,44,2
300,140,2045,80,2
140,140,850,30,18
140,140,1020,80,2
140,120,1030,52,2
120,140,1040,80,2
140,140,850,30,18
140,140,1545,80,18
260,260,910,43,1
260,425,950,41,1
425,260,1045,43,1
260,260,1130,80,1
50,140,815,41,1
140,50,1000,80,1
300,120,830,41,1
120,100,950,44,1
100,350,1015,41,1
350,300,1115,80,1
300,120,830,41,2
120,100,950,44,2
100,350,1015,888,2
350,300,1115,80,2
180,200,1135,80,1
200,240,1420,41,1
240,200,1530,80,1
200,240,1420,41,2
240,200,1530,80,2
240,240,1030,41,1
240,240,1055,41,1
50,240,1440,80,1
300,300,1530,41,1
300,300,1625,80,1
200,50,945,46,1
50,50,1130,41,7
50,200,1200,80,1
50,200,1700,46,7
200,50,1800,80,7
200,600,800,10,2
600,240,1700,41,7
240,200,1805,80,7
200,50,800,52,1
50,200,830,80,1
350,300,1000,41,1
300,350,1200,80,1
350,300,1100,41,2
300,350,1200,80,2
200,500,740,10,1
500,500,1630,41,1
500,200,1640,80,1
200,500,900,10,1
500,200,1900,80,1
50,50,1240,52,1
50,50,1250,80,1
50,1,1830,46,7
1,50,1900,80,7
50,50,1240,20,2
50,50,1500,80,7
50,50,1840,20,7
50,50,2200,80,7
50,1,830,10,7
1,50,1630,80,7
50,1,1930,44,7
1,50,2030,80,7
50,1,1000,40,7
1,50,1015,80,7
50,50,1400,44,7
50,50,1425,80,7
50,1,1930,44,7
1,50,2030,80,7
200,200,630,46,1
200,450,700,41,1
450,260,750,12,1
260,200,1315,80,1
200,260,1335,12,1
260,200,1700,80,1
200,50,1900,12,1
50,200,2015,80,1
200,200,830,43,1
200,200,1130,41,1
200,200,1200,80,1
200,200,1250,43,7
200,140,1300,43,3
140,200,1650,43,2
200,200,1730,80,2
200,200,1950,43,1
200,200,2000,80,1
200,260,940,46,1
260,200,1115,80,1
200,140,1620,51,1
140,200,1650,43,1
200,200,1730,80,1
200,500,1755,51,1
500,500,1830,52,1
500,200,1915,80,1
300,300,1745,44,1
300,300,1850,46,7
300,300,2115,80,1
240,180,730,10,8
180,240,1945,80,8
360,360,1105,11,1
360,360,1600,80,1
360,140,700,10,1
140,360,1500,80,1
140,120,1300,41,1
120,140,1400,80,1
140,360,915,10,1
360,140,1900,80,1
450,425,800,52,1
425,425,815,10,1
425,425,1245,41,1
425,425,1320,10,1
425,425,1615,51,1
425,450,1630,80,1
450,400,720,10,6
400,450,1530,80,6
50,200,1445,41,1
200,50,1700,80,1
240,240,810,52,1
240,240,830,80,1
240,200,1110,41,1
200,240,1205,80,1
240,240,1430,51,1
240,240,1505,80,1
240,50,1720,41,1
50,240,1800,80,1
260,240,830,80,1
50,1,900,10,7
1,50,1704,80,7
140,100,700,10,4
100,100,1600,43,7
100,140,1700,80,3
140,300,1300,41,1
300,140,1600,80,1
425,260,1130,46,1
260,425,1230,80,1
425,50,1330,46,1
50,425,1600,80,1
425,425,1500,41,1
425,425,1600,80,1
425,425,730,12,1
425,425,1500,80,1
450,450,1100,51,1
450,450,1145,80,1
450,360,1700,52,1
360,450,1745,80,1
450,425,900,41,1
425,450,1000,80,1
100,180,945,51,1
180,100,1030,80,1
100,180,1120,52,1
180,140,1245,46,1
140,100,1545,80,1
140,1,700,10,1
1,140,1530,80,1
180,140,1715,80,1
700,140,2330,80,1
140,140,1410,41,1
140,140,1420,80,7
140,140,1440,41,1
140,140,1645,80,1
140,140,1410,41,2
140,140,1420,80,2
140,140,1600,46,7
140,140,1730,80,7
120,120,615,46,2
120,100,1330,51,1
100,120,1345,51,1
120,100,1420,52,1
100,120,1445,80,1
120,300,1825,46,1
300,300,1845,41,1
300,300,2030,46,1
300,120,2115,80,1
120,120,615,46,1
120,120,700,80,1
120,120,730,30,3
120,120,1430,80,3
120,300,1825,46,2
300,120,2115,80,2
120,120,750,30,7
120,120,1435,80,7
120,120,750,30,7
120,120,1435,80,7
180,140,1845,41,2
140,180,1930,80,2
180,50,555,10,3
50,180,1500,80,3
180,140,1845,43,1
140,180,1930,80,1
180,180,2030,43,1
180,180,2045,80,1
300,1,600,10,4
1,300,1500,80,4
500,500,1430,46,1
500,500,1515,80,1
140,140,1900,41,7
140,140,1940,80,7
300,300,630,10,1
300,300,1130,777,1
300,300,1230,80,1
140,140,805,52,1
140,200,1330,20,1
200,140,1435,80,1
140,140,1440,51,1
140,140,1500,80,1
140,140,1515,41,1
140,140,1600,80,1
140,140,805,30,2
140,140,1500,80,2
140,140,1515,41,2
140,140,1600,80,2
140,140,845,30,7
140,140,1600,80,7
120,120,730,10,6
120,120,1600,51,6
120,120,1625,80,6
500,500,900,10,1
500,500,1630,80,1
500,260,1625,43,8
260,500,1754,80,8
240,240,820,30,7
240,240,1500,80,7
240,240,730,30,18
240,240,1430,80,18
50,240,1500,43,6
240,50,1545,80,6
50,50,1745,46,6
50,50,1930,80,6
50,50,1950,46,6
50,50,2100,80,6
50,1,1330,11,7
1,50,1700,80,7
50,240,1715,43,6
240,50,1800,41,6
50,50,1830,80,6
140,140,750,52,7
140,100,805,10,1
100,140,1630,51,1
140,140,1645,80,1
360,200,1130,41,1
200,260,1235,44,1
260,260,1245,11,1
360,360,1730,80,1
400,400,730,52,1
400,400,740,80,1
400,140,800,10,1
140,400,1630,80,1
400,140,700,10,1
140,400,1500,51,1
400,400,1515,80,1
400,400,730,30,2
400,400,1515,80,2
240,50,530,46,1
50,240,700,80,1
425,425,1800,41,1
425,140,1825,10,1
360,1,740,10,4
1,360,1700,80,4
360,360,745,30,16
360,360,1430,80,16
360,360,745,30,16
360,360,1430,80,16
1,180,1325,80,1
200,240,1600,51,1
240,200,1630,80,1
200,200,1645,46,7
200,200,1730,80,7
200,240,845,52,1
240,200,915,44,1
200,200,920,80,1
140,100,900,11,1
100,100,945,11,1
100,50,1045,12,1
50,50,1100,12,1
50,50,1135,12,1
50,50,1215,44,7
50,140,1300,12,1
140,140,1345,12,1
140,140,1515,12,1
140,140,1600,80,1
140,140,1400,41,7
140,140,1500,80,7
140,140,830,30,3
140,140,1530,80,3
200,240,830,52,2
240,200,900,80,1
200,1,1030,10,4
1,200,1915,80,11
200,240,1730,51,1
240,200,1745,80,1
200,240,830,30,2
240,200,1730,80,2
50,240,910,10,3
240,1,1545,41,4
1,1,1615,41,7
1,50,1625,41,7
50,50,1645,80,7
50,50,1715,777,7
50,50,1730,80,7
140,140,1000,10,3
140,140,1300,80,3
140,50,1400,20,3
50,140,1800,80,3
140,50,800,20,3
50,140,1700,41,3
140,140,1800,80,3
140,1,2000,44,4
1,140,2500,80,4
200,100,2230,80,1
560,500,1500,41,1
500,560,1545,80,1
560,560,1920,46,1
560,560,2115,80,1
560,560,720,46,2
560,560,2115,80,2
500,500,810,10,1
500,500,1615,80,1
500,140,525,11,1
140,500,1945,80,1
500,200,1010,20,5
200,500,1540,80,5
500,500,810,30,2
500,500,1530,80,2
140,140,1415,41,1
140,140,1715,80,1
260,240,1400,41,1
240,240,1415,41,1
240,240,1435,41,7
240,260,1510,80,1
400,140,620,43,10
140,400,1220,80,2
400,400,1625,51,7
400,400,1725,80,7
400,400,920,52,7
400,400,1020,80,7
400,140,1120,51,1
140,400,1220,80,1
400,400,1625,51,7
400,400,1725,80,7
400,400,600,44,1
400,200,610,10,1
200,400,1645,80,1
400,140,1430,10,1
140,400,2300,80,1
400,200,800,10,3
200,400,1400,80,3
500,500,1500,888,2
500,500,1525,80,2
500,500,1500,46,1
500,500,1525,80,1
180,180,1100,41,1
180,180,1130,80,1
450,1,1230,10,1
1,450,1600,80,1
450,450,1630,51,1
450,450,1645,80,1
450,450,1930,41,1
450,450,1945,41,1
450,450,1950,80,1
450,50,600,10,1
50,450,1330,888,1
450,450,1500,80,1
100,140,1510,11,11
50,240,800,10,6
240,50,1205,41,6
50,50,1210,80,6
50,1,1100,41,7
1,50,1110,80,7
300,1,610,10,1
1,300,1520,80,1
300,300,1330,41,1
300,300,1345,41,1
300,300,1400,80,1
300,300,1235,46,1
300,300,1535,80,1
500,200,1745,46,1
200,500,2100,80,1
500,500,1400,41,1
500,500,1445,41,1
500,500,1530,41,1
500,500,1615,80,1
500,500,800,52,1
500,500,825,80,1
500,500,1430,51,1
500,500,1445,80,1
500,500,800,30,2
500,500,1445,80,2
100,140,800,10,1
140,100,1430,80,1
450,360,845,10,1
360,450,1815,80,1
200,200,800,10,6
200,200,1715,80,6
200,240,1815,44,1
240,200,1835,80,1
200,200,1500,46,1
200,200,1630,80,1
200,200,1500,46,2
200,200,1630,80,2
500,240,900,41,1
240,500,930,80,1
500,500,1220,43,1
500,500,1330,80,1
300,300,800,10,1
300,300,1520,51,1
300,140,1535,43,1
140,300,1620,80,1
300,300,1745,44,2
300,300,1920,80,2
300,300,845,52,1
300,300,905,80,1
300,300,1745,44,1
300,300,2000,41,1
300,300,2020,80,1
300,300,845,30,2
300,140,1535,43,2
140,300,1620,80,2
300,300,1745,44,2
300,300,1920,41,2
300,300,2000,80,2
500,240,1335,41,1
240,500,1440,80,1
140,100,740,10,1
100,140,1830,777,1
140,140,1930,41,1
140,140,1945,80,1
260,1,800,10,4
1,240,1630,41,4
240,260,1740,80,2
260,240,1650,41,1
240,260,1740,80,1
1,50,1955,41,7
50,1,2120,80,7
260,100,820,46,1
100,260,1200,80,1
300,300,1700,43,1
300,300,1730,80,1
300,300,730,30,18
300,300,1500,80,18
300,300,740,20,7
300,300,1500,80,2
500,500,1600,80,1
500,500,910,10,1
500,500,1715,80,1
260,260,1000,46,7
260,260,1100,80,7
50,500,1200,43,1
500,50,1400,80,1
100,100,1620,41,7
100,100,1745,80,7
1,100,2210,80,1
100,50,1000,41,1
50,100,1320,41,1
100,100,1415,80,1
100,100,1620,41,7
100,100,1745,80,7
140,180,1200,80,6
300,300,855,43,7
300,300,915,80,7
300,200,1015,43,1
200,300,1200,80,1
300,300,715,46,1
300,300,835,80,1
425,425,1900,41,1
425,425,1930,80,1
425,425,1630,46,1
425,425,2030,80,1
425,425,730,30,7
425,425,1430,80,7
425,425,1630,46,2
425,425,2030,80,2
425,425,900,30,18
425,425,1600,80,18
425,425,1630,46,2
425,425,2030,80,2
200,200,900,10,3
200,200,1805,80,3
200,140,715,10,3
140,200,1605,80,3
500,500,800,10,6
500,500,1715,80,6
500,500,815,10,1
500,500,1615,80,1
500,100,1800,46,1
100,500,2030,80,1
300,120,1820,46,1
120,300,1920,80,1
300,120,1820,46,2
120,300,1920,80,2
300,120,1820,46,2
120,300,1920,80,2
180,200,900,43,1
200,180,1015,80,1
180,180,1400,43,1
180,180,1430,41,1
180,140,1500,41,1
140,180,1520,41,1
180,180,1530,80,1
50,50,1610,46,7
50,50,1645,80,7
50,200,810,10,1
200,50,1715,80,1
560,240,630,10,1
240,560,1434,80,1
120,100,600,10,1
100,50,1230,20,1
50,100,1425,10,1
100,120,1750,80,1
120,300,945,10,3
300,120,1850,80,2
120,120,915,10,6
120,120,1700,80,6
120,120,2010,46,7
120,120,2230,80,7
500,500,2115,52,1
500,500,2130,80,1
240,240,1230,46,7
240,240,1245,40,7
240,240,1300,80,7
240,240,1735,46,7
240,240,1905,80,7
260,260,830,44,1
260,500,845,10,1
500,500,1910,41,1
500,260,1940,80,1
260,260,1620,41,1
260,260,1715,41,1
260,260,1815,80,1
300,120,800,52,1
120,120,815,40,1
120,300,830,80,2
300,120,1215,51,1
120,50,1220,43,1
50,300,1350,80,1
300,120,800,30,2
120,50,1220,43,2
50,300,1350,80,2
260,200,930,41,1
200,200,1005,41,1
200,200,1030,41,1
200,260,1045,80,1
120,300,815,52,1
300,300,835,11,1
300,300,1545,51,1
300,120,1615,80,1
120,50,820,11,1
50,120,1645,80,1
120,300,815,30,2
300,120,1615,80,2
360,50,705,10,1
50,360,1625,80,1
360,360,1000,46,14
360,360,1035,80,14
425,140,1100,10,1
140,425,1230,80,1
425,425,700,10,1
425,425,1500,80,1
425,50,1100,20,3
50,425,1400,80,3
425,425,1600,10,1
425,425,2200,80,1
425,425,1400,10,1
425,425,2130,80,1
300,300,1800,41,1
300,300,1900,80,1
300,300,725,30,18
300,300,1415,80,18
100,120,1330,41,1
120,140,1420,41,1
140,100,1530,80,1
260,260,1110,41,1
260,260,1220,80,1
425,260,915,46,1
260,425,1120,44,1
425,425,1315,52,1
425,425,1405,80,2
260,1,1530,11,1
1,200,1715,41,1
200,260,1740,80,1
260,260,1710,46,7
260,260,1715,80,7
260,260,820,10,6
260,200,1630,46,6
200,260,1810,80,6
300,180,800,10,1
180,300,1730,80,1
400,180,730,30,18
180,400,1500,80,18
400,180,730,30,18
180,400,1500,80,18
240,500,810,10,1
500,240,1610,80,1
425,425,915,44,1
425,425,1000,80,1
500,260,745,10,1
260,500,1700,41,1
500,500,1715,80,1
500,500,1900,41,1
500,500,2000,80,1
500,500,815,10,1
500,500,1630,51,1
500,500,1640,80,1
500,500,805,30,3
500,500,1640,80,2
300,120,800,30,3
120,300,1600,80,3
240,240,1130,41,1
240,240,1200,80,1
180,360,2100,80,1
360,360,500,11,1
360,360,700,80,1
360,180,930,12,1
180,360,2100,80,1
500,260,1630,46,1
260,500,2100,80,1
500,500,1700,41,1
500,500,1730,80,1
500,500,1000,80,7
425,260,840,11,1
260,425,1050,80,1
240,240,1415,41,1
240,260,1430,41,1
260,240,1445,80,1
240,50,540,10,1
50,240,1800,80,1
200,200,1530,41,1
200,200,1600,80,1
200,200,1530,41,1
200,200,1545,80,1
200,200,1600,41,1
200,200,1700,80,1
200,140,800,20,1
240,260,1615,43,1
260,240,1730,80,1
300,140,615,11,1
140,300,1415,80,1
50,200,745,46,1
200,50,930,80,1
50,50,1130,46,1
50,50,1445,80,1
50,50,1130,46,2
50,50,1445,80,2
50,50,800,10,6
50,1,1200,44,6
1,50,1330,10,6
50,50,1630,80,6
50,700,1700,46,6
700,50,1830,80,6
50,50,1100,44,7
50,50,1330,80,7
50,1,830,30,7
1,50,1515,80,7
50,50,1410,41,7
50,50,1420,80,7
260,200,1700,41,1
200,260,1800,80,1
360,50,700,80,2
50,50,1605,46,7
50,50,1800,80,7
240,425,1300,80,2
240,425,1300,80,2
140,140,845,52,1
140,140,855,80,1
140,140,1650,51,1
140,140,1700,80,1
140,140,845,10,2
140,140,1700,80,2
140,140,835,30,18
140,140,1650,80,18
500,260,1605,46,1
260,500,1800,80,1
140,180,1220,46,1
180,140,1445,80,1
260,260,1200,46,1
260,260,1200,46,2
50,200,1100,46,1
200,50,1312,80,1
50,200,1100,46,2
200,50,1312,80,2
500,500,805,10,3
500,500,1650,80,3
260,260,830,52,7
260,260,905,80,7
260,260,1525,51,7
260,260,1550,80,7
260,1,730,10,1
1,260,1715,80,1
260,260,830,30,7
260,260,1550,80,7
260,500,730,52,1
500,260,745,80,1
260,260,1430,41,1
260,500,1530,51,1
500,260,1545,80,1
425,500,930,41,1
500,500,1030,41,1
500,425,1040,41,1
425,425,1130,80,1
425,200,720,10,1
200,425,1700,80,1
560,200,1200,43,1
200,200,1445,10,1
200,560,1505,41,1
560,560,1510,80,1
500,260,1145,51,1
260,500,1210,80,1
500,500,1440,51,1
500,500,1510,80,1
450,425,1200,46,1
425,450,1430,41,1
450,450,1515,80,1
50,50,815,11,1
50,50,1910,80,1
200,50,1145,43,7
50,200,1230,80,7
200,50,1145,43,7
50,200,1230,80,7
200,50,1550,41,7
50,200,1605,80,7
140,50,1905,80,1
240,240,900,10,6
240,240,1730,41,6
240,240,1800,80,6
240,240,1820,41,7
240,240,1840,80,7
425,425,1150,41,1
425,425,1205,44,1
425,425,1215,80,1
50,50,820,10,6
50,1,1130,43,3
1,50,1215,10,4
50,50,1800,80,6
50,50,910,41,7
50,50,1005,80,7
425,425,810,30,3
425,425,1530,80,5
425,425,810,30,5
425,425,1520,80,5
500,500,1130,43,7
500,500,1400,80,7
240,240,1130,80,7
240,240,1800,80,7
260,260,1000,46,1
260,260,1145,41,1
260,260,1215,80,1
100,650,815,46,1
650,100,1330,80,1
100,140,1600,44,1
140,100,1800,80,1
350,50,700,52,1
50,350,1515,80,1
350,50,700,10,1
50,350,1515,80,1
350,300,720,30,18
300,350,1505,80,18
350,300,720,30,18
300,350,1505,80,18
350,300,720,30,18
300,350,1505,80,18
260,260,2015,44,1
260,260,2020,80,1
500,50,735,10,1
50,500,1740,80,1
500,500,700,10,3
500,500,1635,80,3
500,200,705,20,3
200,260,1520,40,3
260,500,1755,80,3
500,500,850,10,3
500,500,1705,80,3
100,300,1100,41,1
300,100,1200,80,1
500,500,900,41,7
500,500,1040,80,7
500,500,1000,41,6
500,500,1100,80,6
140,500,700,10,1
140,140,1930,80,1
140,140,2000,41,1
140,625,2040,46,1
625,140,2215,80,1
300,120,700,10,3
120,300,1600,80,3
300,300,800,10,1
300,300,1600,80,1
300,300,900,30,7
300,300,1600,80,7
300,300,900,30,7
300,300,1600,80,7
300,300,900,30,7
300,300,1600,80,7
425,200,1500,10,1
1,425,2100,80,1
50,100,1800,41,7
100,50,1900,80,7
50,50,2030,46,2
50,50,2330,80,2
50,50,1205,46,6
50,50,1245,80,6
50,100,1800,41,7
100,50,1900,80,7
50,50,2030,46,1
50,50,2330,80,1
300,300,830,11,1
300,300,1730,80,1
300,1,600,11,1
1,300,1500,80,1
100,100,830,10,7
100,100,1530,80,7
1,50,1215,41,7
50,1,1245,80,7
100,140,2130,43,1
140,100,2230,80,1
260,500,710,10,1
500,260,1730,80,1
260,140,800,52,1
140,260,825,80,1
260,140,1505,51,1
140,260,1540,80,1
260,140,800,30,2
140,260,1540,80,2
260,140,800,30,2
140,260,1540,80,2
500,500,1105,46,1
500,500,1200,80,1
500,500,1900,44,1
500,500,1910,80,1
500,500,1900,44,2
500,500,1910,80,2
450,500,730,52,1
500,450,800,80,1
450,500,730,30,2
500,450,1430,80,18
140,1,840,20,2
1,140,1630,80,2
140,140,2130,41,3
140,140,2145,80,7
140,1,1030,20,3
1,140,1630,80,3
140,140,2130,41,3
140,140,2145,80,7
140,140,1200,11,3
140,140,1300,80,7
140,140,2130,41,3
140,140,2145,80,7
500,500,900,10,1
500,500,1800,80,1
500,500,1900,46,1
500,500,2300,80,1
50,50,1430,51,7
50,1,1615,44,7
1,50,1845,80,7
1,50,1420,43,3
50,1,1615,44,7
1,50,1845,80,7
300,180,1440,51,1
180,300,1600,80,1
300,300,1705,44,1
300,300,1720,80,1
180,300,1600,80,2
300,350,1130,46,1
350,300,1630,80,1
300,300,1700,51,1
300,300,1735,80,13
300,300,1915,43,1
300,300,2000,80,1
300,100,1530,52,1
100,300,1630,80,1
300,300,1715,52,1
300,300,1745,80,1
300,300,1845,43,1
300,300,1930,80,1
500,240,610,10,1
240,500,1400,80,1
200,240,1040,46,7
240,200,1200,80,7
360,180,1030,80,1
50,1,800,52,1
1,120,815,10,1
120,50,1200,12,1
50,50,1500,80,1
50,1,800,10,2
1,50,1700,80,4
240,180,1330,43,1
140,200,1630,41,1
200,240,1700,80,1
560,200,600,10,1
200,560,1700,80,1
300,140,1100,51,1
140,300,1300,80,1
560,500,830,10,1
500,500,1320,44,7
500,500,1335,10,7
500,500,1630,41,1
500,560,1730,80,1
50,50,1330,46,7
50,50,1345,10,7
50,1,1445,41,7
1,1,1715,43,7
1,50,1830,80,7
300,300,955,41,1
300,300,1020,80,1
300,300,1015,80,1
260,260,1415,41,1
260,260,1445,80,1
260,260,1415,41,2
260,260,1445,80,2
560,260,630,10,1
260,560,1500,80,1
560,500,1930,41,1
500,560,2000,80,1
560,260,900,10,1
260,560,1700,80,1
560,500,725,30,18
500,560,1430,80,18
560,500,725,30,18
500,560,1430,80,18
120,100,800,41,1
100,120,1000,80,1
50,1,830,10,7
1,1,1215,41,7
1,50,1230,80,7
50,1,1625,41,7
1,1,1700,43,7
1,50,1730,41,7
50,50,1815,41,7
50,50,1830,80,7
140,800,1300,46,1
800,140,2100,80,1
300,300,1130,41,1
300,300,1200,44,1
300,300,1315,52,1
300,300,1540,80,1
500,260,700,46,1
260,500,815,44,1
500,500,845,80,1
500,500,1430,51,1
500,500,1440,80,1
500,500,800,52,1
500,260,820,10,1
260,500,1800,80,1
500,500,800,30,2
500,500,1440,80,2
500,500,800,30,2
500,500,1440,80,2
500,500,800,30,2
500,500,1440,80,2
500,50,1025,12,1
50,500,2130,80,1
500,500,730,30,18
500,500,1500,80,18
560,500,830,10,1
500,500,1615,43,1
500,560,1640,80,1
260,200,945,41,1
200,200,1100,41,1
200,200,1220,41,1
200,260,1330,52,1
260,260,1335,80,1
260,260,1040,80,7
