originreportzone,destreportzone,departtime,trippurpose,modeprimary,tripfactor
260,50,1715,80,1,14.8
50,240,1830,46,1,14.8
240,240,2130,41,1,14.8
240,50,2135,80,1,14.8
50,1,1150,43,6,14.8
1,50,1250,80,6,14.8
200,1,830,10,4,9.06
1,240,1400,43,4,9.06
240,200,1600,80,2,9.06
200,240,1800,44,1,9.06
240,200,1930,80,1,9.06
200,240,800,10,1,9.06
240,200,1600,80,1,9.06
200,240,1800,44,2,9.06
240,200,1930,80,2,9.06
1,50,1645,46,7,8.01
50,1,1800,80,7,8.01
1,50,710,43,1,8.01
50,140,830,10,1,8.01
140,1,1600,80,1,8.01
1,50,1645,46,7,8.01
50,1,1800,80,7,8.01
1,200,1830,52,1,8.01
200,50,1900,44,1,8.01
50,1,1930,80,1,8.01
1,50,2130,46,1,8.01
50,1,2320,80,1,8.01
140,140,945,80,2,17.37
140,140,2430,10,2,17.37
140,140,945,80,1,17.37
140,140,2430,10,1,17.37
260,425,925,52,1,22.63
425,120,1025,11,1,22.63
120,260,1125,80,1,22.63
260,425,1525,51,1,22.63
425,260,1625,80,1,22.63
260,425,925,30,2,22.63
425,260,1625,80,2,22.63
140,140,1415,44,1,5.49
140,140,1420,80,1,5.49
140,360,1935,46,1,5.49
360,140,2135,80,1,5.49
140,140,1415,44,2,5.49
140,140,1420,80,2,5.49
120,140,1730,46,1,13.73
140,120,1930,80,1,13.73
300,300,1700,41,1,18.77
300,260,1720,41,1,18.77
260,260,1825,43,1,18.77
260,300,2130,80,1,18.77
300,300,1200,43,1,18.77
300,300,1315,80,1,18.77
300,120,1900,44,1,18.77
120,300,2130,80,1,18.77
50,1,900,10,7,14.1
1,50,1815,80,7,14.1
425,425,730,52,1,39.45
425,425,740,10,1,39.45
425,425,1630,51,1,39.45
425,425,1700,80,1,39.45
425,560,630,10,1,39.45
560,425,1800,80,1,39.45
300,120,1000,43,1,7.66
120,300,1100,80,1,7.66
300,120,1000,43,2,7.66
120,300,1100,80,2,7.66
500,500,1200,41,1,14.12
500,500,1330,80,1,14.12
50,50,1005,41,2,42.71
50,50,1020,80,7,42.71
50,50,1005,52,1,42.71
50,140,1010,41,1,42.71
140,50,1040,80,1,42.71
1,1,1200,44,7,10.91
1,1,1210,80,7,10.91
500,500,600,11,1,13.38
500,500,1500,80,1,13.38
260,260,830,41,1,11.37
260,260,845,41,1,11.37
260,260,850,80,1,11.37
260,260,1200,41,7,11.37
260,260,1220,80,7,11.37
260,560,1440,44,1,11.37
500,260,1755,80,1,11.37
260,260,1200,41,7,11.37
260,260,1220,80,7,11.37
260,560,1440,44,2,11.37
500,260,1755,80,2,11.37
240,1,800,10,7,32.1
1,240,1600,80,7,32.1
140,240,2010,80,1,32.1
240,50,1330,52,1,32.1
50,240,1340,80,1,32.1
240,50,1630,51,1,32.1
50,240,1640,80,1,32.1
240,50,1000,20,7,32.1
50,240,1700,80,7,32.1
240,50,1330,20,2,32.1
50,240,1630,80,2,32.1
240,200,1300,20,3,32.1
200,240,1700,80,3,32.1
500,500,440,10,1,10.46
500,500,1340,80,1,10.46
500,500,1645,46,1,10.46
500,500,1805,80,1,10.46
500,500,700,30,2,10.46
500,500,1430,888,7,10.46
180,180,800,52,1,22.12
180,180,810,52,1,22.12
180,50,820,10,1,22.12
50,200,1315,11,1,22.12
200,180,1610,51,1,22.12
180,180,1640,41,1,22.12
180,180,1830,80,1,22.12
180,180,800,30,2,22.12
180,180,1445,46,2,22.12
180,180,1640,41,2,22.12
180,180,1830,80,2,22.12
180,1,830,10,1,35.83
1,180,1745,80,1,35.83
180,180,1800,41,1,35.83
180,180,1900,80,1,35.83
180,200,815,30,6,35.83
200,180,1605,80,6,35.83
180,140,1730,46,2,35.83
140,180,2015,80,2,35.83
180,120,800,30,4,35.83
120,180,1515,80,4,35.83
180,140,745,30,18,35.83
140,180,1430,80,18,35.83
180,140,1730,46,2,35.83
140,180,2000,80,2,35.83
200,260,700,52,1,52.6
260,200,730,80,1,52.6
300,300,1700,41,1,22.49
300,300,1730,80,1,22.49
300,625,700,10,1,22.49
625,300,1600,80,1,22.49
260,260,740,52,1,22.99
260,260,750,80,1,22.99
260,260,1600,51,1,22.99
260,200,1610,41,1,22.99
200,260,1700,80,1,22.99
260,260,740,30,2,22.99
260,200,1610,41,2,22.99
200,260,1700,80,2,22.99
500,180,730,10,1,9.68
180,500,1534,80,1,9.68
560,500,915,40,1,12.26
500,500,1000,41,1,12.26
500,500,1030,41,1,12.26
500,500,1045,44,1,12.26
500,560,1050,44,1,12.26
560,560,1115,80,1,12.26
560,560,1750,44,1,12.26
560,560,1800,46,1,12.26
560,560,1945,80,1,12.26
500,500,1715,41,1,12.26
500,560,1740,80,1,12.26
560,500,815,30,18,12.26
500,560,1550,80,18,12.26
560,500,815,30,18,12.26
500,560,1550,80,18,12.26
560,560,1755,44,2,12.26
560,560,1945,80,2,12.26
500,500,800,52,7,16.51
500,500,1115,41,7,16.51
500,500,1200,80,1,16.51
500,500,1540,51,7,16.51
500,500,1545,80,7,16.51
500,500,800,30,7,16.51
500,500,1545,80,7,16.51
50,50,1035,46,3,8.65
50,200,1205,41,3,8.65
200,50,1345,80,3,8.65
180,180,1630,41,1,4.85
180,140,1730,41,1,4.85
140,140,1840,41,1,4.85
140,180,1910,80,1,4.85
180,50,830,10,1,4.85
425,180,1910,80,1,4.85
100,1,610,10,1,9.92
1,100,1600,80,1,9.92
100,1,610,10,2,9.92
1,100,1600,80,2,9.92
200,180,600,10,1,11.5
180,200,1600,80,1,11.5
300,240,600,10,1,15.94
240,300,1445,80,1,15.94
50,140,940,41,1,5.16
140,140,1030,41,7,5.16
140,140,1110,41,7,5.16
140,50,1115,80,1,5.16
50,1,910,41,7,5.16
1,50,1140,80,7,5.16
300,300,725,10,1,24.53
300,300,1515,80,1,24.53
120,120,2030,41,1,24.53
120,300,2115,80,1,24.53
300,360,1300,46,1,24.53
360,300,1430,46,1,24.53
300,300,1600,80,1,24.53
50,50,820,10,7,27.13
50,1,1730,41,7,27.13
1,50,1815,80,7,27.13
425,240,810,10,1,14.39
240,50,1545,46,1,14.39
50,425,1745,80,1,14.39
425,200,1230,43,1,14.39
200,260,1330,43,1,14.39
260,425,1540,80,1,14.39
200,400,2000,80,1,30.56
400,625,400,10,1,30.56
625,400,500,80,1,30.56
400,50,900,20,1,30.56
50,400,1700,80,1,30.56
350,260,700,12,1,12.09
260,350,1015,80,1,12.09
350,200,535,10,1,12.09
200,350,1445,80,1,12.09
400,400,730,52,1,40.24
400,400,740,52,1,40.24
400,840,750,10,1,40.24
840,800,1830,41,1,40.24
800,400,1845,80,1,40.24
400,140,650,10,1,40.24
140,400,1545,51,1,40.24
400,400,1625,51,1,40.24
400,400,1640,80,1,40.24
400,400,1800,52,1,40.24
400,400,1820,46,1,40.24
400,400,1855,51,1,40.24
400,400,1905,80,1,40.24
400,400,730,52,2,40.24
400,400,740,30,2,40.24
400,400,1640,80,2,40.24
400,400,1800,46,2,40.24
400,400,1905,80,2,40.24
560,260,600,10,1,11.22
260,560,1500,80,1,11.22
560,260,830,10,1,11.22
260,560,1730,80,1,11.22
500,50,840,46,1,10.5
50,500,1200,80,1,10.5
260,260,1830,40,1,24.34
260,260,1850,44,1,24.34
260,425,1930,44,1,24.34
425,260,1945,80,1,24.34
500,500,1200,10,1,10.25
500,500,1730,80,1,10.25
260,500,1000,46,1,14.4
500,260,1115,80,1,14.4
260,260,1520,41,1,14.4
500,260,2140,80,1,14.4
1,50,800,20,4,34.54
50,50,1100,41,7,34.54
50,1,1200,80,7,34.54
1,50,800,10,7,34.54
50,1,1700,80,7,34.54
1,50,800,10,7,34.54
50,1,1700,80,7,34.54
200,200,540,10,1,16.6
200,200,1700,41,1,16.6
200,200,1730,80,1,16.6
50,180,730,10,1,7.5
180,50,1600,80,1,7.5
50,50,1945,46,1,7.5
50,50,2115,80,1,7.5
50,200,800,10,6,18.31
200,180,1200,44,7,18.31
180,200,1245,10,7,18.31
200,50,1700,41,6,18.31
50,50,1830,80,6,18.31
50,500,930,10,1,18.31
500,500,1815,46,7,18.31
500,50,2115,80,1,18.31
120,50,1540,41,1,10.13
50,120,1625,80,1,10.13
120,50,1540,41,2,10.13
50,120,1625,80,2,10.13
500,500,1020,41,1,10.59
500,500,1040,80,1,10.59
500,500,715,10,1,10.59
500,500,1500,80,1,10.59
300,300,1500,10,3,3.64
300,300,1900,80,2,3.64
300,140,700,10,1,3.64
140,300,1600,80,1,3.64
140,140,1025,46,1,10.07
140,140,1200,41,1,10.07
140,140,1345,80,1,10.07
500,500,1230,46,7,12.93
500,500,1600,80,7,12.93
500,140,945,41,1,12.93
140,140,1030,43,1,12.93
140,500,1745,80,1,12.93
100,100,1400,41,1,7.1
100,100,1440,43,1,7.1
100,100,1515,41,1,7.1
100,100,1600,41,1,7.1
100,1,1625,41,1,7.1
100,100,1400,41,2,7.1
100,100,1440,43,2,7.1
100,100,1515,41,2,7.1
100,100,1600,41,2,7.1
100,1,1625,41,2,7.1
425,1,700,10,2,17.81
1,425,1600,80,2,17.81
425,1,700,10,1,17.81
1,425,1600,80,1,17.81
425,200,730,30,3,17.81
200,425,1520,80,3,17.81
200,200,1600,41,2,40.04
200,200,1800,51,2,40.04
200,200,1930,80,2,40.04
180,260,630,10,1,36.94
260,180,1600,80,1,36.94
180,1,1200,10,4,36.94
1,180,2100,80,4,36.94
180,400,1630,41,1,36.94
400,180,1700,80,1,36.94
425,140,705,10,1,12.26
140,425,1530,80,1,12.26
50,1,1200,46,6,27.32
1,50,1300,80,6,27.32
50,50,1700,41,7,27.32
50,50,1800,80,7,27.32
50,50,2045,80,7,27.32
260,260,1330,41,1,5.2
260,260,1430,80,1,5.2
260,200,1500,41,7,5.2
200,260,1520,80,7,5.2
240,260,1520,80,7,5.2
180,180,830,52,7,9.99
180,180,835,80,7,9.99
180,200,930,43,1,9.99
200,180,1030,80,1,9.99
180,200,1600,51,7,9.99
200,180,1605,80,7,9.99
180,140,1630,41,2,9.99
140,180,1730,44,2,9.99
180,180,1740,80,2,9.99
180,180,830,52,7,9.99
180,180,835,80,7,9.99
180,200,1600,51,7,9.99
200,180,1605,80,7,9.99
180,140,1630,41,1,9.99
140,180,1730,44,1,9.99
180,180,1740,80,1,9.99
1,50,1430,41,7,11.28
50,50,1445,41,7,11.28
50,1,1455,80,7,11.28
1,625,1835,46,1,11.28
625,1,1950,80,1,11.28
100,100,745,52,1,5.99
100,50,800,10,1,5.99
50,100,1610,51,1,5.99
100,100,1630,80,1,5.99
100,300,830,12,1,5.99
300,425,1040,12,1,5.99
425,500,1230,12,1,5.99
500,260,1425,12,1,5.99
260,100,1635,80,1,5.99
350,140,1030,43,1,13.96
500,350,1745,80,1,13.96
350,100,1100,43,1,13.96
100,350,1405,80,1,13.96
350,100,1100,43,2,13.96
100,350,1405,80,2,13.96
1,1,1830,41,7,22.26
1,1,1845,41,7,22.26
1,1,1900,46,7,22.26
1,1,1915,80,7,22.26
300,180,1000,46,1,9.48
180,300,1045,80,1,9.48
400,260,1640,41,1,3.02
260,400,1745,80,1,3.02
200,200,815,41,1,12.34
200,200,825,80,2,12.34
200,240,840,52,1,12.34
240,200,905,80,1,12.34
200,240,1500,51,1,12.34
240,200,1520,41,1,12.34
200,200,1530,80,1,12.34
200,200,1650,52,1,12.34
200,200,1705,80,1,12.34
200,200,815,41,1,12.34
200,200,825,80,1,12.34
200,200,1815,51,1,12.34
200,200,1825,80,1,12.34
200,200,2110,51,1,12.34
200,200,2135,80,1,12.34
200,240,840,30,2,12.34
240,200,1520,41,2,12.34
200,200,1530,80,2,12.34
200,200,2135,80,2,12.34
240,240,1600,41,7,9.25
240,240,1615,80,7,9.25
240,240,1300,44,7,9.25
240,240,1330,80,7,9.25
260,120,800,10,1,23.4
120,260,1700,80,1,23.4
260,500,730,10,1,23.4
500,260,1230,80,1,23.4
300,300,800,52,1,20.66
300,300,815,80,1,20.66
300,200,715,10,1,20.66
200,300,1605,80,1,20.66
300,300,800,30,2,20.66
300,300,1410,80,15,20.66
140,180,800,10,1,12.64
180,140,1500,80,1,12.64
200,200,1520,43,1,14.24
260,200,2105,80,1,14.24
50,50,1815,44,7,14.06
50,50,2045,80,7,14.06
500,500,815,30,18,23.48
500,500,1600,80,18,23.48
50,50,1120,20,6,12.27
50,50,1430,80,6,12.27
50,50,845,30,7,12.27
50,50,1510,80,7,12.27
50,200,1100,20,4,12.27
200,50,1540,888,4,12.27
50,300,700,10,4,8.45
300,50,1500,80,4,8.45
50,260,730,10,1,8.45
260,50,1700,80,1,8.45
50,1,825,30,6,8.45
1,50,1530,80,6,8.45
1,50,810,10,7,14.74
50,1,1645,80,7,14.74
1,500,645,10,4,14.74
500,1,1610,80,4,14.74
425,500,800,10,1,8.46
500,500,1630,41,1,8.46
500,425,1730,80,1,8.46
50,50,1000,44,3,24.24
50,50,1145,46,7,24.24
50,50,1215,80,3,24.24
140,50,1000,20,4,19.77
50,140,2230,80,4,19.77
840,840,1045,40,7,13.95
840,140,1115,80,7,13.95
260,260,1100,41,1,17.11
260,260,1200,80,1,17.11
500,500,1640,46,6,32.27
500,500,1800,80,6,32.27
100,100,1305,41,2,5.67
100,100,1330,80,2,5.67
50,200,930,10,11,19.77
200,50,1715,80,11,19.77
50,50,1800,41,7,19.77
50,50,1840,80,7,19.77
260,260,1410,41,1,10.83
260,260,1440,80,1,10.83
500,560,800,46,1,18.03
560,500,1012,80,1,18.03
500,500,1130,46,1,18.03
500,500,1230,41,1,18.03
500,500,1330,80,1,18.03
500,140,700,10,1,18.03
140,500,1600,80,1,18.03
500,50,2000,46,1,18.03
50,500,2200,80,1,18.03
200,1,1730,41,2,60.63
1,200,1830,41,2,60.63
200,200,2000,80,2,60.63
200,1,1730,41,1,60.63
1,200,1830,41,1,60.63
200,200,2000,80,1,60.63
425,180,1000,11,1,12.92
180,425,1900,80,1,12.92
200,50,930,43,1,7.12
50,240,1020,41,1,7.12
240,240,1030,41,7,7.12
240,200,1045,80,1,7.12
500,240,820,41,1,24.28
240,200,850,44,2,24.28
200,500,940,41,2,24.28
500,240,1110,41,2,24.28
240,500,1130,80,1,24.28
500,260,1345,41,2,24.28
260,500,1530,41,2,24.28
500,500,1545,41,2,24.28
500,500,1640,41,2,24.28
500,500,1840,41,2,24.28
500,500,1900,80,1,24.28
500,240,820,41,1,24.28
240,200,850,44,1,24.28
200,500,940,41,1,24.28
500,240,1110,52,1,24.28
240,500,1140,80,1,24.28
500,500,1440,44,1,24.28
500,500,1910,80,1,24.28
200,1,1200,46,2,20.1
1,50,1300,41,2,20.1
50,200,1330,80,2,20.1
200,260,830,10,1,20.1
260,200,1130,80,1,20.1
200,1,1200,46,1,20.1
1,50,1300,41,1,20.1
50,200,1330,80,1,20.1
140,140,940,10,6,47.26
140,140,1615,80,6,47.26
140,140,1710,41,7,47.26
140,140,1730,80,7,47.26
140,200,745,10,16,47.26
200,140,1620,80,16,47.26
560,500,900,43,1,7.6
500,500,1300,43,1,7.6
500,560,1429,80,1,7.6
560,500,1000,43,1,7.6
500,500,1200,43,2,7.6
500,560,1329,80,2,7.6
300,240,1805,44,1,15.57
240,300,2030,80,1,15.57
50,200,845,20,4,3.22
200,50,1325,80,4,3.22
240,500,830,51,1,12.61
500,140,900,43,1,12.61
140,500,1230,52,1,12.61
500,240,1315,80,1,12.61
240,1,1630,43,6,12.61
1,240,1900,80,4,12.61
240,500,910,41,1,8.12
500,240,1030,80,1,8.12
240,500,910,888,2,8.12
500,240,1030,80,2,8.12
100,120,520,41,1,7.77
120,100,1720,41,1,7.77
100,140,1735,40,1,7.77
140,100,1810,80,1,7.77
260,50,1130,46,6,5.08
50,260,1215,80,6,5.08
260,240,1320,41,1,5.08
240,260,1345,80,1,5.08
50,50,1810,44,1,12.67
50,50,1830,80,1,12.67
50,140,730,43,1,12.67
140,50,830,80,1,12.67
450,425,830,10,1,22.43
425,450,1634,80,1,22.43
450,425,730,10,1,22.43
425,450,1600,80,1,22.43
450,450,830,30,18,22.43
450,450,1630,80,18,22.43
450,450,830,30,18,22.43
450,450,1630,80,18,22.43
180,180,1800,44,2,48.72
180,180,2200,80,2,48.72
180,500,800,10,1,48.72
500,180,1500,80,1,48.72
180,180,1800,44,1,48.72
180,180,2200,80,1,48.72
180,180,1800,44,2,48.72
180,180,2200,80,2,48.72
425,450,545,12,1,13.82
450,425,1108,80,1,13.82
425,425,1730,44,2,13.82
425,425,1856,80,2,13.82
50,140,400,52,1,20.73
140,50,1700,80,1,20.73
50,50,1910,41,6,20.73
50,50,2020,80,6,20.73
50,140,400,52,2,20.73
140,50,1700,80,2,20.73
360,450,1030,41,1,10.46
450,360,1130,80,1,10.46
360,450,1030,41,2,10.46
450,360,1130,80,2,10.46
260,260,1345,41,1,19.51
260,260,1415,41,1,19.51
260,260,1435,80,1,19.51
260,500,1530,46,14,19.51
500,260,1615,80,14,19.51
260,260,1015,41,1,19.51
260,260,1045,41,1,19.51
260,260,1105,80,1,19.51
260,260,1430,46,1,19.51
260,260,1500,80,1,19.51
300,260,1100,41,1,4.12
260,300,1200,41,1,4.12
300,300,1300,80,1,4.12
300,1,720,10,4,10.19
1,300,1300,80,4,10.19
425,425,1230,41,2,8.62
425,425,1330,80,2,8.62
425,50,1315,20,3,8.62
50,425,1930,80,3,8.62
100,260,625,46,1,12.29
260,100,800,80,1,12.29
360,360,900,46,1,8.38
360,360,1900,80,1,8.38
425,425,900,52,1,23.33
425,425,910,80,1,23.33
425,425,1535,51,1,23.33
425,425,1550,80,1,23.33
425,425,1535,51,2,23.33
425,425,1550,80,2,23.33
425,425,900,30,2,23.33
425,425,1550,80,2,23.33
425,425,1900,41,1,31.37
425,425,1930,80,1,31.37
300,300,1605,52,1,22.54
300,300,1620,41,1,22.54
300,300,1640,41,1,22.54
300,300,1705,51,1,22.54
300,300,1720,80,1,22.54
300,300,905,30,7,22.54
300,300,1555,80,7,22.54
300,300,905,30,7,22.54
300,300,1555,80,7,22.54
300,300,1605,43,2,22.54
300,300,1720,80,2,22.54
50,1,810,10,7,21.4
1,50,1715,41,7,21.4
50,50,1730,41,7,21.4
50,50,1740,80,7,21.4
50,50,1920,777,7,21.4
50,50,1935,80,7,21.4
450,200,915,41,1,8.53
200,700,1020,46,1,8.53
700,200,1110,44,1,8.53
200,450,1230,80,1,8.53
450,200,915,41,2,8.53
200,700,1020,41,2,8.53
700,200,1110,44,2,8.53
200,450,1230,80,2,8.53
50,1,1400,41,7,8.16
1,50,1430,46,7,8.16
50,50,1500,80,7,8.16
50,1,1030,10,7,8.16
1,50,1700,80,7,8.16
140,140,745,52,7,22.89
140,140,800,80,7,22.89
140,140,1630,51,2,22.89
140,260,1645,46,2,22.89
260,140,1800,80,2,22.89
140,140,1900,41,1,22.89
140,140,2000,80,1,22.89
140,140,745,52,7,22.89
140,140,800,80,7,22.89
140,140,1630,51,1,22.89
140,260,1645,46,1,22.89
260,140,1800,80,1,22.89
140,140,745,888,7,22.89
140,140,900,30,7,22.89
140,140,1540,41,7,22.89
140,260,1645,46,2,22.89
260,140,1800,80,2,22.89
360,1,730,10,1,9.95
1,360,1700,80,1,9.95
450,450,800,52,1,33.65
450,450,810,80,1,33.65
450,450,1630,51,1,33.65
450,450,1730,80,1,33.65
450,450,800,30,2,33.65
450,450,1730,80,2,33.65
450,450,800,30,2,33.65
450,450,1730,80,2,33.65
140,140,800,52,7,12.13
140,140,815,80,7,12.13
140,180,830,10,1,12.13
180,140,1600,80,1,12.13
140,120,1630,46,1,12.13
120,140,1815,80,1,12.13
140,140,800,30,7,12.13
140,140,1500,80,7,12.13
140,120,1630,46,2,12.13
120,140,1815,80,2,12.13
140,140,800,30,7,12.13
140,140,1515,80,7,12.13
140,140,1630,46,2,12.13
140,140,1730,80,2,12.13
50,180,1600,52,1,28.93
180,140,1620,41,1,28.93
140,180,1700,41,1,28.93
180,50,1715,80,7,28.93
50,180,1600,52,2,28.93
180,180,1630,41,2,28.93
180,180,1700,41,2,28.93
180,50,1715,80,7,28.93
260,240,1015,46,1,10.68
240,240,1215,41,1,10.68
240,260,1310,80,1,10.68
260,625,1730,46,1,10.68
625,260,1942,80,1,10.68
50,140,1315,80,1,16.88
260,200,1800,41,1,17.63
200,260,1900,80,1,17.63
260,50,700,20,3,17.63
50,200,1800,44,3,17.63
200,260,1830,80,7,17.63
100,1,1640,44,7,16.82
1,100,1925,80,2,16.82
100,700,1735,41,1,16.82
700,100,1810,41,1,16.82
100,100,1840,80,1,16.82
100,1,1915,51,1,16.82
1,100,1925,80,1,16.82
50,140,700,80,1,8.18
140,50,1100,52,1,8.18
50,140,1130,80,1,8.18
140,50,1830,51,1,8.18
50,140,1900,80,1,8.18
140,50,1100,10,2,8.18
50,140,1900,80,2,8.18
140,50,1035,20,4,8.18
50,140,1405,80,4,8.18
560,200,510,10,1,15.86
200,500,1500,41,1,15.86
500,560,1550,80,1,15.86
560,560,845,30,18,15.86
560,560,1545,80,18,15.86
560,560,845,30,18,15.86
560,560,1545,80,18,15.86
500,560,1235,41,2,13.45
560,500,1500,80,2,13.45
500,500,1600,41,7,13.45
500,500,1630,80,7,13.45
500,560,1235,41,1,13.45
560,500,1500,80,1,13.45
500,500,1600,41,7,13.45
500,500,1630,80,7,13.45
140,140,1100,40,7,34.89
140,140,1230,80,7,34.89
140,360,830,10,1,34.89
360,140,1700,80,1,34.89
140,140,1600,43,1,15.08
140,140,1610,41,1,15.08
140,140,1620,80,1,15.08
140,50,1845,44,1,15.08
50,140,2030,80,1,15.08
140,50,1500,51,1,15.08
50,300,1545,52,1,15.08
300,140,1730,80,1,15.08
140,140,1945,52,1,15.08
140,140,2130,80,1,15.08
140,50,720,30,3,15.08
50,300,1545,46,2,15.08
300,140,1730,80,2,15.08
140,140,840,30,7,15.08
140,140,1540,80,7,15.08
140,140,1945,46,2,15.08
140,140,2100,80,2,15.08
120,120,825,10,1,8.82
120,120,1715,80,1,8.82
120,120,1000,41,1,8.82
120,120,1200,80,1,8.82
360,180,700,41,1,7.42
180,180,800,41,1,7.42
180,400,820,41,1,7.42
400,360,845,80,1,7.42
360,360,1000,41,1,7.42
360,360,1020,80,1,7.42
360,400,1545,44,1,7.42
400,360,1610,80,1,7.42
500,500,1130,51,1,62.05
500,500,1230,41,1,62.05
500,500,1330,52,1,62.05
500,500,1400,80,1,62.05
500,500,1130,51,2,62.05
500,500,1230,41,2,62.05
500,500,1330,52,2,62.05
500,500,1400,80,2,62.05
50,240,900,43,3,12.9
240,50,1100,80,3,12.9
120,120,1530,41,1,7.86
120,120,1700,80,1,7.86
120,120,1530,41,2,7.86
120,120,1700,80,2,7.86
120,120,850,30,7,7.86
120,120,1530,80,7,7.86
400,1,700,10,1,3.54
1,400,1900,80,1,3.54
400,425,745,30,1,3.54
425,425,1430,10,1,3.54
425,400,2015,80,1,3.54
240,140,800,43,1,17.41
140,240,915,80,1,17.41
240,240,1200,41,7,17.41
240,240,1230,80,7,17.41
240,140,2000,46,2,17.41
50,240,2300,80,2,17.41
240,240,1400,44,1,17.41
240,240,1415,80,1,17.41
240,140,2000,46,1,17.41
50,240,2300,80,1,17.41
500,500,700,52,1,33.67
500,425,1600,11,1,33.67
425,500,1620,80,1,33.67
500,500,700,10,2,33.67
500,500,1600,80,7,33.67
400,425,940,46,1,26.88
425,425,1050,44,1,26.88
425,180,1100,41,1,26.88
180,400,1130,80,2,26.88
400,100,1315,41,2,26.88
100,400,1415,80,2,26.88
400,180,1105,51,1,26.88
180,400,1130,80,1,26.88
400,200,1200,43,1,26.88
200,400,1300,80,1,26.88
400,100,1315,41,1,26.88
100,400,1415,80,1,26.88
260,400,1835,80,1,26.88
400,400,845,30,7,26.88
400,400,1530,80,7,26.88
400,400,845,30,7,26.88
400,400,1530,80,7,26.88
400,400,1600,46,7,26.88
400,400,1800,80,7,26.88
240,240,900,41,1,8.0
240,240,1000,80,1,8.0
240,240,1940,52,1,8.0
50,240,2115,51,1,8.0
240,240,2145,80,1,8.0
240,240,845,30,7,8.0
240,240,1520,80,7,8.0
240,240,1940,46,2,8.0
240,240,845,30,7,8.0
240,240,1520,80,7,8.0
240,240,1940,46,2,8.0
200,260,815,52,1,15.23
260,260,835,46,7,15.23
260,200,900,80,1,15.23
200,260,1515,51,1,15.23
260,260,1600,46,7,15.23
260,200,1700,44,1,15.23
200,200,1715,80,1,15.23
200,260,815,30,2,15.23
260,260,1600,46,7,15.23
260,200,1700,44,2,15.23
200,200,1715,80,2,15.23
200,260,815,30,2,15.23
260,260,1600,46,7,15.23
260,200,1700,44,2,15.23
200,200,1715,80,2,15.23
500,500,1700,41,6,11.24
500,500,1830,80,6,11.24
500,50,850,20,1,11.24
50,500,1720,80,1,11.24
200,140,1400,41,2,5.14
140,140,1420,80,2,5.14
200,200,840,10,1,26.08
200,200,1610,80,1,26.08
200,200,905,43,7,26.08
200,200,950,52,7,26.08
200,200,1010,80,7,26.08
200,200,1535,51,7,26.08
200,200,1545,80,7,26.08
200,200,740,30,7,26.08
200,200,1430,80,7,26.08
200,200,905,43,7,26.08
200,200,950,30,7,26.08
200,200,1545,80,7,26.08
140,400,545,10,1,15.27
400,140,1745,80,1,15.27
140,1,750,10,3,34.82
1,140,1640,80,3,34.82
350,350,1000,41,1,17.52
350,300,1005,41,1,17.52
300,300,1115,41,1,17.52
300,300,1130,41,1,17.52
300,350,1200,80,1,17.52
500,500,1400,41,1,9.19
500,500,1430,80,1,9.19
500,500,1750,44,1,9.19
500,500,1805,80,1,9.19
425,240,930,10,2,22.23
260,425,2100,80,3,22.23
425,50,800,44,1,22.23
50,260,900,10,1,22.23
260,425,1700,80,1,22.23
425,50,700,20,5,22.23
50,425,1500,80,5,22.23
425,425,1100,43,2,22.23
425,425,1435,80,2,22.23
1,50,800,20,4,20.54
50,50,1600,41,7,20.54
50,1,1630,80,7,20.54
120,120,1115,41,1,19.36
120,120,1145,80,1,19.36
120,300,1430,51,1,19.36
300,120,1455,52,1,19.36
120,120,1520,80,1,19.36
180,140,900,11,1,12.63
140,180,1400,80,1,12.63
200,240,1350,43,1,13.01
240,240,1455,44,1,13.01
240,200,1510,80,1,13.01
200,200,1835,46,7,13.01
200,200,1900,80,7,13.01
200,50,800,10,11,13.01
50,200,1530,80,11,13.01
200,240,1350,43,2,13.01
240,240,1450,44,2,13.01
240,200,1605,80,2,13.01
200,240,815,30,7,13.01
240,200,1510,80,7,13.01
260,1,730,10,1,16.76
1,260,1600,80,1,16.76
260,260,2045,43,1,16.76
260,260,2130,80,1,16.76
260,260,2030,43,2,16.76
260,260,2130,80,2,16.76
450,180,720,10,1,10.8
180,450,1700,80,1,10.8
425,260,820,52,1,12.28
260,425,900,80,1,12.28
425,425,1615,41,1,12.28
425,425,1630,80,1,12.28
425,180,1230,11,1,12.28
180,425,1400,80,1,12.28
425,260,820,30,2,12.28
260,425,1550,41,3,12.28
425,425,1630,80,2,12.28
100,200,2320,80,2,30.92
240,200,1900,41,1,28.27
200,200,1930,44,2,28.27
200,240,2030,80,1,28.27
240,200,1900,41,2,28.27
200,200,1930,44,1,28.27
200,240,2030,80,2,28.27
240,120,1700,41,1,17.94
120,240,1730,80,1,17.94
240,120,1700,41,2,17.94
120,240,1730,80,2,17.94
100,100,845,46,7,13.49
100,100,1130,80,7,13.49
50,140,800,44,4,12.65
140,140,900,20,7,12.65
140,50,1700,80,4,12.65
260,200,1000,20,7,12.65
200,260,1710,41,7,12.65
260,50,2145,80,1,12.65
50,425,1105,10,4,12.65
425,50,2115,80,4,12.65
1,260,645,10,1,10.56
260,1,1415,80,1,10.56
300,300,1105,41,7,8.79
300,300,1200,80,7,8.79
300,300,2000,41,1,8.79
300,300,2030,80,1,8.79
300,300,730,44,1,8.79
