originreportzone,destreportzone,departtime,trippurpose,modeprimary,tripfactor
140,180,915,41,1,13.38
180,140,1015,80,1,13.38
50,1,900,10,7,13.39
1,50,1745,41,7,13.39
50,50,1800,80,7,13.39
240,240,1100,41,1,11.16
240,240,1300,46,1,11.16
240,240,1512,80,1,11.16
240,240,1100,41,2,11.16
240,240,1255,80,2,11.16
200,200,1200,43,1,39.77
200,200,1230,80,1,39.77
260,240,720,41,3,10.29
240,1,805,10,4,10.29
1,240,1625,777,4,10.29
240,260,1700,777,3,10.29
260,260,1745,80,3,10.29
560,260,700,10,6,10.01
260,560,1500,80,6,10.01
560,560,645,10,7,10.01
560,560,1600,80,7,10.01
300,300,1015,41,2,11.02
300,300,1125,80,2,11.02
300,300,1015,41,1,11.02
300,300,1125,80,1,11.02
300,300,730,20,2,16.25
300,300,1430,80,2,16.25
140,1,430,10,4,15.83
1,140,1430,80,4,15.83
140,140,1815,41,1,15.83
140,140,1925,80,1,15.83
140,600,655,10,4,15.83
600,140,1700,80,4,15.83
140,50,700,20,4,15.83
50,140,1315,80,4,15.83
140,50,715,20,4,15.83
50,140,1715,80,4,15.83
140,140,1815,41,2,15.83
140,140,1925,80,2,15.83
200,240,930,44,1,11.1
240,200,1030,80,1,11.1
200,240,930,44,2,11.1
240,200,1030,80,2,11.1
450,500,715,52,1,73.8
500,450,740,80,1,73.8
450,240,1600,11,1,73.8
240,450,2100,80,1,73.8
450,260,815,12,1,73.8
260,450,1630,80,1,73.8
450,500,715,30,2,73.8
500,450,1430,80,3,73.8
450,500,715,30,2,73.8
500,450,1430,80,3,73.8
450,500,850,30,18,73.8
500,450,1550,80,18,73.8
450,500,850,30,18,73.8
500,450,1550,80,18,73.8
360,450,1230,46,1,9.86
450,360,1250,80,1,9.86
360,360,1320,41,1,9.86
360,360,1345,80,1,9.86
360,180,1600,46,1,9.86
180,180,1700,44,1,9.86
180,360,1730,80,1,9.86
360,1,715,11,1,9.86
1,360,1400,80,1,9.86
360,180,1600,46,2,9.86
180,180,1700,44,2,9.86
180,360,1715,80,2,9.86
500,500,830,46,1,25.57
500,500,1030,41,1,25.57
500,500,1100,41,1,25.57
500,500,1130,41,1,25.57
500,500,1200,80,1,25.57
500,260,830,46,14,25.57
260,500,1300,80,14,25.57
500,500,1000,10,1,25.57
500,500,1600,80,1,25.57
500,500,2400,80,1,25.57
450,500,1400,80,1,17.6
500,500,645,10,7,17.6
500,500,1500,80,7,17.6
500,500,2130,10,1,17.6
500,500,2755,80,1,17.6
50,1,1615,41,7,14.74
1,50,1700,80,7,14.74
50,300,2045,46,1,14.74
300,300,2330,44,1,14.74
300,50,2500,80,1,14.74
140,140,1330,777,7,51.43
140,140,1410,80,7,51.43
140,140,1630,777,7,51.43
140,140,1705,80,7,51.43
100,1,830,52,1,3.96
1,240,845,10,1,3.96
240,50,1200,44,1,3.96
50,240,1300,10,1,3.96
240,100,1745,80,1,3.96
100,300,1845,43,1,3.96
300,300,1945,41,1,3.96
300,100,2045,80,1,3.96
100,1,830,10,2,3.96
1,100,1900,80,11,3.96
300,300,810,41,1,26.28
300,260,820,10,1,26.28
260,300,1745,41,1,26.28
300,300,1845,80,1,26.28
400,140,900,10,1,27.36
140,140,1700,43,1,27.36
140,400,1900,80,1,27.36
50,140,715,10,1,16.17
140,50,1600,80,1,16.17
450,500,715,52,1,18.55
500,260,730,10,1,18.55
260,450,1615,80,1,18.55
450,450,900,41,1,18.55
450,450,915,41,1,18.55
450,450,935,44,1,18.55
450,450,950,80,1,18.55
450,500,1410,51,1,18.55
500,450,1425,80,1,18.55
450,450,1730,44,1,18.55
450,450,1745,80,1,18.55
450,500,715,30,2,18.55
500,450,1425,80,2,18.55
50,1,830,10,7,20.11
1,50,1510,51,7,20.11
50,50,1540,80,7,20.11
50,200,1630,41,1,20.11
200,50,1700,80,1,20.11
50,140,1745,52,1,20.11
140,140,1805,41,1,20.11
140,50,1905,51,1,20.11
50,50,1945,80,1,20.11
50,1,830,10,7,20.11
1,50,1600,80,7,20.11
50,50,1800,52,1,20.11
50,50,1945,80,1,20.11
50,50,820,30,7,20.11
50,50,1515,80,7,20.11
50,50,1545,46,6,20.11
50,50,1730,80,6,20.11
50,50,1800,46,2,20.11
50,50,1945,80,2,20.11
50,50,845,30,7,20.11
50,50,1540,80,7,20.11
50,140,1800,46,2,20.11
140,50,1945,80,2,20.11
100,300,1000,43,1,9.93
300,100,1129,80,1,9.93
500,500,715,11,1,25.91
500,500,1630,80,1,25.91
500,100,1045,10,1,25.91
100,500,2005,80,1,25.91
500,500,810,30,5,25.91
500,500,1510,80,5,25.91
140,180,800,52,1,47.48
180,140,810,80,1,47.48
140,140,1205,41,1,47.48
140,140,1215,80,1,47.48
140,180,1615,51,1,47.48
180,140,1630,80,1,47.48
300,300,830,51,1,17.1
300,100,900,51,1,17.1
100,50,930,52,1,17.1
50,140,955,52,1,17.1
140,50,1130,51,1,17.1
50,100,1150,51,1,17.1
100,300,1220,52,1,17.1
300,300,1300,41,1,17.1
300,300,1400,80,1,17.1
300,300,1530,41,1,17.1
300,300,1715,41,1,17.1
300,300,1730,80,1,17.1
300,300,1400,51,1,17.1
300,300,1430,80,1,17.1
100,50,930,20,2,17.1
50,100,1150,80,2,17.1
200,200,700,44,7,6.59
200,200,800,80,7,6.59
200,1,730,10,4,6.59
1,200,1630,80,4,6.59
140,140,1230,44,7,22.68
140,140,1250,80,7,22.68
140,140,1700,41,1,22.68
140,140,1800,80,1,22.68
140,140,1700,41,2,22.68
140,140,1800,80,2,22.68
425,200,1130,46,3,15.79
200,425,1710,80,3,15.79
425,180,845,10,1,15.79
180,425,1715,80,1,15.79
425,425,1130,52,1,15.79
425,425,1140,80,1,15.79
425,50,750,12,1,15.79
50,425,1730,80,1,15.79
240,260,1545,51,1,3.56
260,200,1600,80,1,3.56
200,240,810,30,3,3.56
240,200,1415,80,5,3.56
200,260,730,30,18,3.56
260,200,1600,80,2,3.56
140,140,1000,41,1,26.46
140,140,1300,80,1,26.46
50,50,1030,20,5,29.46
50,50,1445,80,5,29.46
100,50,900,10,2,8.66
50,100,1600,80,2,8.66
100,50,900,52,1,8.66
50,260,915,10,1,8.66
260,100,1600,80,1,8.66
200,200,720,10,1,35.1
200,200,1600,80,1,35.1
200,200,1700,41,1,35.1
200,200,1720,80,1,35.1
200,200,910,41,1,35.1
200,200,945,80,1,35.1
200,200,845,30,18,35.1
200,200,1550,80,18,35.1
50,50,900,41,6,9.27
50,50,910,80,6,9.27
50,625,1110,46,2,9.27
625,700,1140,46,7,9.27
700,625,1300,46,7,9.27
625,50,1535,80,2,9.27
50,50,1540,46,6,9.27
50,50,1720,80,6,9.27
50,50,1215,46,7,9.27
50,50,1635,80,7,9.27
200,200,820,10,14,28.28
200,200,1620,80,14,28.28
200,200,1810,41,14,28.28
200,200,1910,43,14,28.28
200,200,2015,80,14,28.28
50,140,800,20,4,12.56
140,50,1600,80,4,12.56
50,50,900,20,7,12.56
50,50,1500,80,7,12.56
560,500,1300,41,1,13.93
500,500,1400,40,1,13.93
500,500,1430,41,1,13.93
500,560,1530,80,1,13.93
560,560,1330,46,1,13.93
560,560,1945,80,1,13.93
200,240,1600,41,1,11.35
240,200,1615,80,1,11.35
200,240,1745,41,1,11.35
240,200,1800,80,1,11.35
200,260,715,10,1,11.35
260,500,1130,11,1,11.35
500,200,1530,80,1,11.35
200,240,1600,41,2,11.35
240,200,1615,80,2,11.35
500,140,900,10,1,24.91
140,50,1630,51,1,24.91
50,500,1645,80,1,24.91
500,50,830,20,2,24.91
50,500,1645,80,2,24.91
180,200,830,44,1,12.42
200,200,1115,41,1,12.42
200,180,1230,80,1,12.42
500,500,800,10,1,27.67
500,500,1630,80,1,27.67
500,500,800,30,3,27.67
500,500,1500,80,3,27.67
500,500,745,30,16,27.67
500,500,1440,80,16,27.67
425,425,920,41,7,12.58
425,425,1020,80,7,12.58
425,425,1130,41,1,12.58
425,425,1210,80,1,12.58
425,425,1350,40,1,12.58
425,425,1432,80,1,12.58
140,1,1110,51,1,9.2
1,625,1135,11,1,9.2
625,600,1500,10,1,9.2
600,1,1515,52,1,9.2
1,140,1530,80,1,9.2
240,240,1645,51,1,4.56
240,240,1700,80,1,4.56
240,1,800,10,4,4.56
1,240,1530,80,4,4.56
100,50,1700,46,1,11.66
50,600,1845,46,1,11.66
600,100,2130,80,1,11.66
100,50,800,10,1,11.66
50,100,1430,80,1,11.66
300,100,1930,80,1,11.66
100,100,830,30,7,11.66
100,100,1530,80,7,11.66
300,100,1930,80,2,11.66
140,140,800,52,1,62.72
140,140,1630,51,1,62.72
140,140,1700,80,1,62.72
400,140,700,10,1,22.59
140,400,1700,80,1,22.59
400,180,730,30,18,22.59
180,400,1500,80,18,22.59
1,1,1025,40,6,8.51
1,1,1040,40,6,8.51
1,1,1100,44,6,8.51
1,50,1200,41,6,8.51
50,1,1230,46,6,8.51
1,1,1445,44,7,8.51
1,1,1645,44,6,8.51
1,1,1705,80,6,8.51
50,50,815,10,2,16.18
50,50,1600,80,7,16.18
50,50,815,52,1,16.18
50,50,825,11,1,16.18
50,50,915,12,1,16.18
50,50,935,12,1,16.18
50,50,945,12,1,16.18
50,50,955,12,1,16.18
50,140,1235,44,1,16.18
140,100,1340,12,1,16.18
100,50,1405,12,1,16.18
50,240,1545,12,1,16.18
240,50,1750,80,1,16.18
425,425,1400,10,1,23.43
425,425,2330,80,1,23.43
425,425,740,30,7,23.43
425,425,1430,80,7,23.43
425,425,825,30,18,23.43
425,425,1600,80,18,23.43
450,450,745,52,1,40.58
450,450,800,80,1,40.58
450,450,1300,41,1,40.58
450,450,1315,80,1,40.58
450,450,1400,51,1,40.58
450,450,1450,80,1,40.58
450,425,730,10,1,40.58
425,450,2200,80,1,40.58
450,450,745,30,2,40.58
450,450,1450,80,2,40.58
450,450,745,30,2,40.58
450,450,1450,80,2,40.58
120,120,830,10,7,5.52
120,120,1700,80,7,5.52
120,120,1800,44,1,5.52
120,120,1830,80,1,5.52
1,50,1905,51,7,9.46
50,1,1930,46,7,9.46
1,1,2205,80,11,9.46
1,260,1130,10,4,9.46
260,1,2130,80,2,9.46
300,300,1315,41,1,3.45
300,300,1345,80,1,3.45
450,450,1800,46,1,8.65
425,425,1120,41,1,6.71
425,500,1235,41,1,6.71
500,425,1445,80,1,6.71
260,425,1650,80,1,6.71
300,180,1300,11,1,16.34
180,300,1400,80,1,16.34
300,180,1300,11,2,16.34
180,300,1400,80,2,16.34
50,1,1750,46,7,19.12
1,50,1935,80,7,19.12
50,50,1220,12,7,19.12
50,50,1400,12,11,19.12
50,50,1515,80,7,19.12
240,240,1000,11,6,8.59
240,240,1100,80,6,8.59
240,260,905,44,1,8.59
260,260,930,10,1,8.59
260,240,1630,80,1,8.59
350,300,730,46,1,23.26
300,350,930,80,1,23.26
350,350,700,41,1,23.26
350,350,745,80,1,23.26
300,300,1100,41,1,7.09
300,300,1200,41,1,7.09
300,300,1230,41,1,7.09
300,300,1300,80,1,7.09
240,240,1500,41,7,12.93
240,240,1530,41,7,12.93
240,240,1545,80,7,12.93
240,1,845,10,6,12.93
1,1,1230,41,7,12.93
1,1,1245,10,7,12.93
1,240,1720,80,6,12.93
300,300,600,46,1,17.51
300,300,1945,80,1,17.51
400,140,815,10,1,43.41
140,400,1705,80,1,43.41
400,425,2030,51,1,43.41
425,400,2045,80,1,43.41
400,50,630,10,3,43.41
50,425,1900,41,3,43.41
425,400,2045,80,2,43.41
50,120,1100,46,6,28.51
120,50,1230,80,6,28.51
50,1,1730,44,1,28.51
1,50,1930,80,1,28.51
300,300,835,52,1,19.52
300,300,845,80,1,19.52
300,300,1505,51,7,19.52
300,300,1520,80,7,19.52
300,300,745,30,7,19.52
300,300,1420,80,7,19.52
300,300,835,30,2,19.52
300,300,1520,80,7,19.52
300,300,835,30,2,19.52
300,300,1520,80,7,19.52
425,425,1530,40,7,14.18
425,425,1615,80,7,14.18
425,240,950,10,1,14.18
240,240,1050,11,7,14.18
240,240,1230,10,7,14.18
240,425,1930,80,1,14.18
300,300,1845,41,1,8.24
300,300,1900,44,2,8.24
240,240,1705,41,7,27.61
240,240,1720,41,7,27.61
240,240,1815,41,7,27.61
240,240,1900,80,7,27.61
300,300,630,43,7,11.7
300,300,930,80,7,11.7
300,300,1230,41,1,11.7
300,300,1315,80,1,11.7
300,300,800,46,7,11.7
300,300,830,80,7,11.7
500,500,805,52,1,84.48
500,500,815,80,1,84.48
500,500,1425,51,1,84.48
500,500,1440,80,1,84.48
500,500,805,12,2,84.48
500,500,1440,80,2,84.48
500,500,1000,44,1,84.48
500,500,1010,80,1,84.48
500,500,1900,44,1,84.48
500,500,1920,80,1,84.48
500,500,1000,44,2,84.48
500,500,1010,80,2,84.48
500,500,1900,44,2,84.48
500,500,1920,80,2,84.48
425,1,720,11,1,8.73
1,425,1030,80,1,8.73
425,425,1645,46,1,8.73
425,425,1745,41,1,8.73
425,425,1800,41,1,8.73
425,425,1810,80,1,8.73
425,425,1645,46,1,8.73
425,425,1930,80,1,8.73
240,240,1115,41,1,14.3
240,240,1200,80,1,14.3
180,140,1000,41,1,10.79
140,200,1030,41,1,10.79
200,180,1100,80,1,10.79
180,200,1400,43,1,10.79
200,180,1505,80,1,10.79
180,200,930,41,1,10.79
200,180,1030,80,1,10.79
260,260,1600,41,1,37.82
260,260,1700,80,1,37.82
425,425,1600,41,1,28.76
425,425,1700,80,1,28.76
425,425,1600,41,2,28.76
425,425,1700,80,2,28.76
425,200,1200,20,3,28.76
200,425,2000,80,3,28.76
425,425,830,30,7,28.76
425,425,1500,80,7,28.76
100,100,825,52,7,5.79
100,100,835,80,7,5.79
100,140,930,46,1,5.79
140,100,1145,80,1,5.79
100,100,1535,51,7,5.79
100,100,1550,46,7,5.79
100,100,1715,80,7,5.79
100,140,800,44,1,3.73
140,100,900,80,1,3.73
500,500,1410,43,1,20.16
180,240,1620,41,1,20.16
240,260,1730,44,1,20.16
260,260,1950,80,1,20.16
260,120,605,10,1,20.16
120,260,1630,80,1,20.16
140,300,900,43,2,7.6
300,140,1005,80,2,7.6
140,140,1500,777,7,7.6
140,140,1515,80,7,7.6
140,300,900,43,1,7.6
300,140,1005,80,1,7.6
140,180,1850,43,1,7.6
180,140,1910,80,1,7.6
350,300,1800,44,1,4.98
300,350,1830,80,1,4.98
50,260,830,10,1,9.43
260,50,1500,80,1,9.43
50,100,800,30,18,9.43
100,50,1500,80,18,9.43
425,425,1230,777,7,29.95
425,425,1300,80,7,29.95
140,425,2410,80,1,29.95
360,100,600,10,1,23.4
100,100,1500,12,1,23.4
100,100,1510,10,1,23.4
100,360,2530,80,1,23.4
360,360,1300,41,1,23.4
360,360,1315,80,1,23.4
360,360,730,30,18,23.4
360,360,1415,80,18,23.4
360,360,850,30,18,23.4
360,360,1545,80,18,23.4
300,300,815,46,1,12.93
300,300,930,80,1,12.93
260,700,915,46,1,28.57
700,260,1400,80,1,28.57
260,260,1615,777,7,28.57
260,260,1640,80,7,28.57
260,260,1615,777,7,28.57
260,260,1640,80,7,28.57
500,500,1730,51,1,32.3
500,500,1735,80,1,32.3
500,500,725,30,16,32.3
500,500,1430,80,16,32.3
500,500,900,30,16,32.3
500,500,1735,80,2,32.3
360,360,1145,43,1,30.26
360,400,1310,41,1,30.26
400,400,1330,41,1,30.26
400,400,1445,41,1,30.26
400,360,1500,41,1,30.26
360,360,1610,80,1,30.26
360,360,1930,46,1,30.26
360,360,2245,80,1,30.26
140,140,915,20,4,30.26
140,50,1645,51,1,30.26
50,50,1700,44,1,30.26
50,1,1750,888,1,30.26
1,140,1800,20,7,30.26
140,1,1840,46,7,30.26
360,140,1200,20,1,30.26
140,140,1600,10,1,30.26
140,360,2115,80,1,30.26
450,450,1925,41,1,31.62
450,450,1930,80,1,31.62
450,100,830,52,1,31.62
100,450,915,80,1,31.62
450,425,1100,10,1,31.62
425,450,2000,80,1,31.62
450,100,830,30,2,31.62
450,100,830,30,2,31.62
180,200,800,10,1,12.81
200,180,1500,80,1,12.81
180,180,1630,777,7,12.81
180,180,1645,80,7,12.81
180,260,800,10,1,12.81
260,180,1830,80,1,12.81
1,300,700,10,1,12.18
300,1,1200,80,1,12.18
1,1,730,10,7,12.18
1,1,1500,80,7,12.18
140,140,725,44,1,28.09
140,180,730,10,1,28.09
180,140,1830,80,1,28.09
140,140,1630,44,1,28.09
140,180,1635,44,1,28.09
180,180,1645,41,1,28.09
425,425,800,52,1,33.25
425,180,810,10,1,33.25
180,425,1640,51,1,33.25
425,425,1650,80,1,33.25
425,425,720,46,1,33.25
425,425,920,80,1,33.25
425,1,725,30,4,33.25
1,425,1505,80,4,33.25
425,425,1000,43,3,33.25
425,425,1200,80,3,33.25
425,425,1000,43,3,33.25
425,425,1200,80,3,33.25
50,180,715,41,11,40.3
180,180,745,44,7,40.3
180,50,800,80,3,40.3
180,180,1100,41,2,40.3
180,140,1400,40,2,40.3
140,50,1630,80,2,40.3
50,180,1825,44,3,40.3
180,180,1910,41,7,40.3
180,50,1955,80,11,40.3
50,50,2020,44,6,40.3
50,50,2050,44,6,40.3
50,50,2130,80,6,40.3
50,50,705,10,2,40.3
50,180,1825,44,3,40.3
180,180,1910,41,7,40.3
180,50,1955,80,11,40.3
500,500,745,52,7,16.34
500,500,805,80,7,16.34
500,500,1415,51,7,16.34
500,500,1430,80,7,16.34
500,500,1630,51,1,16.34
500,260,1645,40,1,16.34
260,500,1735,80,1,16.34
500,500,745,30,7,16.34
500,500,1430,80,7,16.34
500,500,745,30,7,16.34
500,500,1425,80,7,16.34
260,260,845,10,1,14.59
260,260,1930,80,1,14.59
300,300,630,10,1,25.94
300,300,1500,80,1,25.94
300,120,800,30,3,25.94
120,300,1525,80,5,25.94
500,500,830,10,1,12.55
500,500,1700,80,1,12.55
500,500,1900,40,1,12.55
500,500,1930,80,1,12.55
240,200,1840,80,7,6.77
50,140,1100,43,1,10.91
140,50,1215,80,1,10.91
50,800,1300,41,1,10.91
800,50,1430,80,1,10.91
50,1,1730,44,7,10.91
1,50,2010,80,7,10.91
50,140,1100,43,2,10.91
140,50,1215,80,2,10.91
50,800,1300,41,2,10.91
800,50,1430,80,2,10.91
50,1,1730,44,7,10.91
1,50,2010,80,7,10.91
180,50,1030,20,3,52.21
50,180,1730,80,3,52.21
180,200,800,10,1,52.21
200,180,1700,80,1,52.21
180,50,815,20,3,52.21
50,180,1800,80,3,52.21
500,500,800,12,1,19.6
500,500,1110,12,1,19.6
500,500,1630,80,1,19.6
100,100,1000,41,1,5.01
100,100,1030,80,1,5.01
425,240,800,10,1,30.15
240,425,1630,80,1,30.15
425,180,900,11,1,30.15
180,425,1630,80,1,30.15
300,140,1400,43,1,10.46
140,300,1545,80,1,10.46
300,140,1400,43,2,10.46
140,300,1545,80,2,10.46
120,100,1230,46,1,6.65
100,120,1500,80,1,6.65
120,300,1600,41,1,6.65
300,120,1620,41,1,6.65
120,120,1635,80,1,6.65
120,300,915,46,1,6.65
300,120,1035,41,1,6.65
120,120,1050,80,1,6.65
360,200,700,10,1,12.46
200,360,1530,80,1,12.46
50,1,1230,46,7,6.97
1,50,1430,80,7,6.97
140,300,1400,80,1,9.36
120,120,1100,41,1,9.25
120,120,1200,80,1,9.25
120,200,1800,20,2,9.25
200,120,2100,80,2,9.25
240,140,1000,10,1,15.94
140,240,1200,80,1,15.94
240,240,1400,41,7,15.94
240,240,1430,80,7,15.94
50,240,2100,80,1,15.94
120,560,800,11,1,35.08
560,120,1700,80,1,35.08
120,50,800,20,1,35.08
50,120,1800,80,1,35.08
120,1,800,30,10,35.08
1,120,1800,80,10,35.08
50,50,830,10,6,35.48
50,50,1730,41,6,35.48
50,50,1815,80,6,35.48
50,1,830,10,7,35.48
1,1,1215,44,7,35.48
1,1,1300,10,7,35.48
1,50,1800,80,7,35.48
500,500,1215,44,7,43.54
500,500,1300,80,7,43.54
500,200,615,10,1,12.28
200,500,1510,80,1,12.28
300,300,1400,43,1,10.34
300,300,1530,80,1,10.34
300,1,900,10,1,10.34
1,300,1800,80,1,10.34
100,100,1730,46,1,18.62
100,100,1815,80,1,18.62
100,100,815,30,7,18.62
100,100,1530,80,7,18.62
100,100,1730,30,2,18.62
100,100,1815,80,2,18.62
100,100,815,52,7,18.62
100,100,835,80,7,18.62
100,100,1430,51,7,18.62
100,100,1530,80,7,18.62
100,100,730,43,1,18.62
100,100,845,80,1,18.62
180,200,1000,41,1,8.33
200,180,1040,41,1,8.33
180,180,1120,80,1,8.33
180,120,800,10,1,8.33
120,180,1600,80,1,8.33
50,50,930,41,7,6.08
50,50,1030,80,7,6.08
50,50,1900,46,7,6.08
50,50,2130,80,7,6.08
50,50,1230,43,7,6.08
50,50,1300,80,7,6.08
300,300,1400,41,1,20.86
300,300,1440,80,1,20.86
300,300,1610,41,1,10.42
300,300,1630,80,1,10.42
300,300,830,30,18,10.42
300,300,1530,80,18,10.42
300,300,900,30,7,10.42
300,300,1520,80,7,10.42
200,200,805,41,1,19.01
200,200,835,41,1,19.01
200,260,900,44,1,19.01
200,200,1100,80,1,19.01
200,200,955,46,1,9.52
200,200,1200,41,1,9.52
200,200,1230,80,1,9.52
300,300,740,52,1,20.42
300,300,805,80,1,20.42
300,300,1030,46,1,20.42
300,300,1205,41,1,20.42
300,300,1230,80,1,20.42
300,300,1540,51,1,20.42
300,300,1610,80,1,20.42
300,300,1540,51,2,20.42
300,300,1610,80,2,20.42
50,50,1455,43,7,22.29
50,50,1715,80,7,22.29
240,260,1115,41,2,16.5
260,240,1230,80,2,16.5
240,240,1630,41,2,16.5
240,240,1700,80,2,16.5
240,240,1115,41,1,16.5
240,240,1230,80,1,16.5
240,240,1630,41,1,16.5
240,240,1700,80,1,16.5
300,350,1730,46,6,21.56
350,300,1830,80,6,21.56
300,300,1715,41,1,21.56
300,300,1815,80,1,21.56
300,300,1240,46,7,21.56
300,300,1255,80,7,21.56
300,300,740,30,18,21.56
300,300,1440,80,18,21.56
50,50,1240,20,7,38.33
50,140,1555,10,4,38.33
140,50,2015,80,4,38.33
360,100,700,10,1,13.95
100,360,1600,80,1,13.95
100,100,1400,40,1,17.22
100,100,1430,80,1,17.22
100,100,1800,41,7,17.22
100,100,1830,41,7,17.22
100,100,1900,80,7,17.22
50,50,1245,41,7,45.77
50,50,1305,41,7,45.77
50,50,1310,80,7,45.77
50,50,1820,51,7,45.77
180,50,2115,80,2,45.77
260,260,1600,51,1,4.11
260,260,1630,80,1,4.11
260,260,1645,41,1,4.11
260,260,1700,41,1,4.11
260,240,1715,41,1,4.11
240,260,2000,80,1,4.11
50,1,850,10,3,51.13
1,50,1705,80,3,51.13
1,50,1000,46,1,10.51
50,260,1045,41,1,10.51
260,1,1300,80,1,10.51
50,1,2100,80,1,10.51
1,50,1000,46,2,10.51
50,260,1045,41,2,10.51
260,1,1300,80,2,10.51
50,1,2100,80,2,10.51
300,450,1500,80,1,10.75
300,300,900,41,7,43.38
300,120,910,41,4,43.38
240,300,1330,80,4,43.38
400,400,810,52,1,25.37
400,400,815,80,1,25.37
400,400,1445,51,1,25.37
400,400,1500,80,1,25.37
400,400,805,30,2,25.37
400,400,1505,80,2,25.37
400,400,805,30,2,25.37
400,400,1505,80,2,25.37
50,1,1700,10,1,13.06
240,625,910,41,1,11.18
625,240,930,80,1,11.18
240,625,910,41,2,11.18
625,240,930,80,2,11.18
450,500,1230,12,1,22.65
500,450,1500,80,1,22.65
240,240,1000,10,1,23.24
240,240,1115,11,1,23.24
240,240,1145,11,1,23.24
240,240,1200,10,1,23.24
240,240,1215,80,1,23.24
240,240,1300,11,7,23.24
240,240,1430,10,7,23.24
240,240,1600,80,7,23.24
240,400,1715,51,1,23.24
400,500,1730,46,1,23.24
500,400,2140,52,1,23.24
400,240,2155,80,1,23.24
300,50,745,52,1,68.23
50,300,820,80,1,68.23
300,300,930,10,1,68.23
300,300,2020,80,1,68.23
300,50,745,20,2,68.23
50,300,1700,80,4,68.23
240,200,830,43,1,16.51
200,240,900,80,1,16.51
240,1,1145,11,1,16.51
1,1,1315,41,7,16.51
1,240,1330,80,1,16.51
240,1,1730,44,4,16.51
1,50,2200,44,11,16.51
50,240,2300,80,11,16.51
500,400,1325,43,1,32.8
400,425,1515,41,1,32.8
425,500,1610,80,1,32.8
200,200,1200,46,1,15.47
200,200,1300,46,1,15.47
200,200,1330,80,1,15.47
50,200,1405,11,1,11.23
200,240,1805,41,1,11.23
240,50,1905,80,1,11.23
240,240,1200,41,1,10.09
240,800,1300,41,1,10.09
800,800,1330,41,1,10.09
800,840,1415,41,1,10.09
840,840,1515,46,1,10.09
840,840,1400,46,1,10.09
240,560,1000,46,1,8.89
560,240,1400,80,1,8.89
50,1,900,10,1,13.18
1,50,1600,80,1,13.18
50,1,900,10,2,13.18
1,50,1600,80,2,13.18
50,50,845,30,7,13.18
50,50,1500,80,7,13.18
500,500,500,10,3,80.33
500,500,1330,80,3,80.33
500,50,930,20,3,80.33
50,500,1540,80,3,80.33
240,240,830,52,7,14.21
240,240,845,80,7,14.21
240,260,1805,46,2,14.21
260,240,2030,44,1,14.21
240,240,2150,80,1,14.21
240,1,840,10,1,14.21
1,240,900,80,1,14.21
240,240,1215,41,7,14.21
240,240,1230,80,7,14.21
240,240,1630,51,7,14.21
240,240,1650,80,7,14.21
240,260,1805,46,1,14.21
260,240,2030,44,2,14.21
240,240,2150,80,2,14.21
240,300,1600,44,1,11.77
300,300,1700,80,1,11.77
240,300,1600,44,2,11.77
300,300,1700,80,2,11.77
50,50,745,46,2,10.02
50,50,805,10,7,10.02
50,1,1215,46,7,10.02
1,50,1305,10,7,10.02
50,50,1645,80,7,10.02
50,50,745,52,1,10.02
50,240,805,10,1,10.02
240,50,1830,80,1,10.02
560,180,555,10,1,52.95
180,200,1620,41,1,52.95
200,560,1835,80,1,52.95
560,50,740,20,1,52.95
50,560,1740,80,1,52.95
820,200,730,80,1,59.43
120,100,900,43,1,6.65
100,120,1130,41,1,6.65
120,120,1300,44,1,6.65
120,120,1330,41,1,6.65
120,120,1400,43,1,6.65
120,120,1430,80,1,6.65
120,100,900,43,2,6.65
100,120,1130,41,2,6.65
120,120,1300,44,2,6.65
120,120,1330,41,2,6.65
120,120,1400,43,2,6.65
120,120,1430,80,2,6.65
180,1,1900,46,1,7.05
1,180,2230,80,1,7.05
180,1,730,10,1,7.05
1,180,1800,80,1,7.05
100,1,840,10,1,17.02
1,100,1700,80,1,17.02
180,140,845,41,1,27.82
140,180,920,80,1,27.82
180,400,945,44,1,27.82
400,180,1005,80,1,27.82
180,180,1325,41,1,27.82
180,180,1420,80,1,27.82
300,300,1000,46,1,4.06
300,300,1200,80,1,4.06
300,300,1300,44,1,4.06
300,300,1430,80,1,4.06
300,300,1300,44,2,4.06
300,300,1430,80,2,4.06
240,100,800,52,1,12.67
100,100,830,10,1,12.67
100,100,1530,51,1,12.67
100,240,1600,80,1,12.67
240,50,2000,46,1,12.67
50,240,2115,80,1,12.67
240,240,900,30,6,12.67
240,240,1200,80,6,12.67
240,240,1235,30,6,12.67
240,240,1530,80,6,12.67
240,100,800,30,2,12.67
100,240,1600,80,2,12.67
300,120,1000,41,1,8.85
120,300,1130,41,1,8.85
300,300,1300,80,1,8.85
500,500,805,52,1,23.4
500,500,820,80,1,23.4
500,500,805,30,2,23.4
500,500,1700,80,2,23.4
200,500,805,52,1,11.57
500,500,830,10,1,11.57
500,200,1720,80,1,11.57
200,200,1845,46,1,11.57
200,200,2050,80,1,11.57
200,200,1800,46,1,11.57
200,200,2150,80,1,11.57
200,500,810,30,2,11.57
500,200,1530,80,3,11.57
200,200,800,52,1,15.33
200,50,830,10,4,15.33
50,200,1200,80,3,15.33
200,200,1600,51,1,15.33
200,200,1610,80,1,15.33
